D1,label
0.07431929289055328,1
0.06571277582198845,1
0.10520729502108828,1
0.07390889585340654,1
0.08987973815437773,1
0.06324862769174601,1
0.11639555104256165,1
0.09106488027899215,1
0.10504612528532754,1
0.13191722025338284,1
0.08364109860621587,1
0.13027039173613578,1
0.11331679489499642,1
0.1039537521114588,1
0.12571314670881548,1
0.08227697542923074,1
0.1013619788635859,1
1.0,1
0.10158235530242771,1
0.09582257716413747,1
0.09706771031363175,1
0.06086886439200431,1
0.12854270922708874,1
0.23968221805061146,1
0.10580484585427309,1
0.13067187389712553,1
0.09188283722709378,1
0.11129144202562759,1
0.07145889922469076,1
0.10165857515768537,1
0.0912271548564772,1
0.10692608424315696,1
0.08729445061865763,1
0.11491540582291189,1
0.0744750832478369,1
0.10854286048558835,1
0.08696116010996832,1
0.09148133314040219,1
0.10147892050147062,1
0.3207993253495578,1
0.09249480293326641,1
0.08315806724459528,1
0.14211020622037923,1
0.09731729153605641,1
0.10891095797849694,1
0.059679545609692526,1
0.06459650183714165,1
0.09628689165702427,1
0.08237375884006447,1
0.09769814193894691,1
0.08454251836989292,1
0.13004676572953347,1
0.18214902262390384,1
0.11818057967343992,1
0.11521591307336283,1
0.11506196219694223,1
0.12707541165718483,1
0.06904834028203148,1
0.06535845947866611,1
0.07763827839872085,1
0.06730419747144462,1
0.09402190643663573,1
0.10977643508990224,1
0.06584481804098792,1
0.09294035588204205,1
0.06334617752323898,1
0.16252112985397893,1
0.09807150390271875,1
0.27851378602028304,1
0.0746212953238229,1
0.09356547495011558,1
0.07393083000004677,1
0.0860651282352975,1
0.10001435052666018,1
0.0634246464770153,1
0.0828843457597052,1
0.07586388668862658,1
0.10064881678821148,1
0.14782382936708488,1
0.15455172504633674,1
0.0841101762446238,1
0.11043903565442145,1
0.07297181384487043,1
0.17901557044747465,1
0.09418323437683199,1
0.06070887744099066,1
0.10276455346106808,1
0.17755818478684263,1
0.1210896585720114,1
0.09251803491621345,1
0.10203296542500681,1
0.14392482221055666,1
0.06757537508747236,1
0.08484061296767732,1
0.2455210459632381,1
0.09995276429711283,1
0.07128722066529526,1
0.12759032298124212,1
0.15851206746447852,1
0.0905983480662767,1
0.09628624066997732,1
0.06511736697070614,1
0.07285913847105291,1
0.08196159431429623,1
0.15881825686787196,1
0.07641043874362992,1
0.12915471371730353,1
0.09828272171224174,1
0.1424761711637994,1
0.12214580610036528,1
0.08770300343033553,1
0.11112063199075047,1
0.09236930003388126,1
0.09593740503224168,1
0.0738605893377549,1
0.06417652761352796,1
0.06284594896997113,1
0.1103595618853231,1
0.0843557490842977,1
0.10764770157208899,1
0.23725784935320254,1
0.07714287709414504,1
0.1289366550786172,1
0.17275781780716912,1
