D1,label
0.07049502371844452,0
0.29538361961630805,0
0.16547969303910778,0
0.12294457656242733,0
0.08043171571475159,0
0.09509957259913034,0
0.11440655115869185,0
0.17668333303286057,0
0.10407720250408155,0
0.12592489483409372,0
0.10314767494973202,0
0.08546123069572999,0
0.11055508097926776,0
0.1446213496324578,0
0.11852638853341738,0
0.14009174579540778,0
0.15910963424236393,0
0.08907508360375428,0
0.05789099719968264,0
0.08598972817933383,0
0.08570273092229566,0
0.12758070811123687,0
0.08684234024939007,0
0.09690269971229191,0
0.1790752431985421,0
0.10791315443307373,0
0.10603905480915114,0
0.10235443921111322,0
0.0811652433642804,0
0.06921732531142016,0
0.09972806182802099,0
0.2509405120795199,0
0.09224221019669859,0
0.07812288353692652,0
0.10401310244497064,0
0.0805558254884657,0
0.08683044537466153,0
0.3274713678059802,0
0.08808932417417395,0
0.09981407761115663,0
0.10337348227094888,0
0.13975747406074315,0
0.06413105878224407,0
0.09046123080209383,0
0.1264754776064928,0
0.088596559125517,0
0.10573883148460764,0
0.08042432375988397,0
0.11765456805886618,0
0.09057438767292463,0
0.18945179975571683,0
0.15849782201017898,0
0.09702517293836621,0
0.09447072175966945,0
0.10440498655362374,0
0.11951321381147513,0
0.10125204936795419,0
0.08507041701426145,0
0.14166188264146543,0
0.20730219115017787,0
0.09151194047713977,0
0.06678841356976777,0
0.2967692697311011,0
0.21346040245119058,0
0.1389934431366145,0
0.0971737938376966,0
0.06828125129629563,0
0.08486745102469954,0
0.13238976945478156,0
0.12184193427988395,0
0.0712952771690424,0
0.10023919390921117,0
0.3391861901358257,0
0.10927163560751305,0
0.09650080500869408,0
0.0847065714148041,0
0.13727060912188788,0
0.08493604766404976,0
0.10416743633703703,0
0.08305075848011996,0
0.0946575742945504,0
0.7087550004769432,0
0.09110316198338694,0
0.09017756839134626,0
0.09335383304907853,0
0.07231018956938272,0
0.0731131677455191,0
0.06232859687031485,0
0.3979534185927244,0
0.1339538462060907,0
0.09134548454880406,0
0.11911691107168508,0
0.10033203724379897,0
0.1959506410644499,0
0.07934657794619596,0
0.10847238042575631,0
0.2931684457263847,0
0.20394433080583949,0
0.09888984478399841,0
0.1018390019765876,0
0.08035702302866696,0
0.11215139189141558,0
0.087044621959487,0
0.10944261483041574,0
